"ООО КОЛЬСКАЯ ВЕРФЬ";;;;;;;"Стр. 1";;
;;;;;;

"за период с 01.12.2015 00:00:00  по  31.12.2015 23:59:59";;;;;;;;;;
;;;;;;
"Детализация оказанных услуг по Абонентскому номеру  +79113083788";;;;;;;;;;;;;

"Дата";;;"Время";;"Абонентский номер,адрес электроннойпочты, точкадоступа";"Прод/Объем";;"Единицатарификации(мин, сек, шт,Kb, Mb)";"Вид услуги";"Место вызова";"Стоимость (сНДС),  руб.";;
;;;;;;

"за период с 01.12.2015 00:00:00  по  31.12.2015 23:59:59";;;;;;;;;;
;;;;;;
"Детализация оказанных услуг по Абонентскому номеру  +79212885901";;;;;;;;;;;;;
"Дата";;;"Время";;"Абонентский номер,адрес электроннойпочты, точкадоступа";"Прод/Объем";;"Единицатарификации(мин, сек, шт,Kb, Mb)";"Вид услуги";"Место вызова";"Стоимость (сНДС),  руб.";;
"31.12.15";;;"17:10:30";;"79219697096";"105";;"Секунда";"Входящая связь";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"17:18:20";;"ptcp=000010000";"18055";;"Байт";"Пакетная передачаданных";"Дальневосточный фил.ПАО ""МегаФон""";"0.67";;
"31.12.15";;;"17:32:31";;"79217342690";"1";;"Штука";"Входящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"17:32:35";;"79217342690";"1";;"Штука";"Входящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"17:32:39";;"79217342690";"1";;"Штука";"Входящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"17:39:10";;"79219697096";"218";;"Секунда";"Входящая связь";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"18:04:52";;"79147082717";"45";;"Секунда";"Входящая связь";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"18:18:20";;"ptcp=000010000";"41796";;"Байт";"Пакетная передачаданных";"Дальневосточный фил.ПАО ""МегаФон""";"0.67";;
"31.12.15";;;"18:36:33";;"79119200010";"1";;"Штука";"Исходящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.50";;
"31.12.15";;;"18:36:35";;"79119200010";"1";;"Штука";"Исходящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.50";;
"31.12.15";;;"18:45:17";;"79212885912";"76";;"Секунда";"Входящая связь";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"19:01:40";;"9213450342";"162";;"Секунда";"Входящая связь";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"19:06:05";;"79038484837";"1";;"Штука";"Входящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"19:06:07";;"79038484837";"1";;"Штука";"Входящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"19:14:21";;"79841467732";"1";;"Штука";"Входящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"19:16:31";;"ptcp=000010000";"104";;"Байт";"Пакетная передачаданных";"Дальневосточный фил.ПАО ""МегаФон""";"0.67";;
"31.12.15";;;"19:16:43";;"ptcp=000010009";"3144";;"Байт";"Пакетная передачаданных";"Дальневосточный фил.ПАО ""МегаФон""";"0.67";;
"31.12.15";;;"19:16:58";;"79140688177";"1";;"Штука";"Входящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"19:17:24";;"79851350951";"1";;"Штука";"Входящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"19:17:45";;"79165431509";"1";;"Штука";"Входящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"19:17:48";;"79165431509";"1";;"Штука";"Входящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"19:18:20";;"ptcp=000010000";"8951";;"Байт";"Пакетная передачаданных";"Дальневосточный фил.ПАО ""МегаФон""";"0.67";;
"31.12.15";;;"19:23:18";;"79117366027";"1";;"Штука";"Входящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"19:23:21";;"79117366027";"1";;"Штука";"Входящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"19:29:07";;"79219966293";"80";;"Секунда";"Входящая связь";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"19:31:30";;"ptcp=000010000";"35165";;"Байт";"Пакетная передачаданных";"Дальневосточный фил.ПАО ""МегаФон""";"0.67";;
"31.12.15";;;"19:37:08";;"79219517660";"45";;"Секунда";"Исходящая связь";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"19:37:13";;"79031896842";"1";;"Штука";"Входящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"19:37:16";;"79031896842";"1";;"Штука";"Входящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"19:37:20";;"79031896842";"1";;"Штука";"Входящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"19:40:03";;"79147110922";"1";;"Штука";"Входящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;

"Место вызова - местонахождение абонента  при пользовании услугой ";;;;;;;;;;
"ООО КОЛЬСКАЯ ВЕРФЬ";;;;;;;"Стр. 184";;
;;;;;;

"за период с 01.12.2015 00:00:00  по  31.12.2015 23:59:59";;;;;;;;;;
;;;;;;
"Детализация оказанных услуг по Абонентскому номеру  +79212885901";;;;;;;;;;;;;
"Дата";;;"Время";;"Абонентский номер,адрес электроннойпочты, точкадоступа";"Прод/Объем";;"Единицатарификации(мин, сек, шт,Kb, Mb)";"Вид услуги";"Место вызова";"Стоимость (сНДС),  руб.";;
"31.12.15";;;"19:42:36";;"79149756071";"1";;"Штука";"Входящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"19:48:34";;"79147912982";"1";;"Штука";"Входящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"19:48:38";;"79147912982";"1";;"Штука";"Входящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"20:33:09";;"79242281743";"1";;"Штука";"Входящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"20:55:54";;"79210302508";"1";;"Штука";"Исходящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.50";;
"31.12.15";;;"20:55:56";;"79210302508";"1";;"Штука";"Исходящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.50";;
"31.12.15";;;"21:07:06";;"79857848481";"1";;"Штука";"Исходящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.50";;
"31.12.15";;;"21:07:09";;"79857848481";"1";;"Штука";"Исходящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.50";;
"31.12.15";;;"21:07:11";;"79857848481";"1";;"Штука";"Исходящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.50";;
"31.12.15";;;"21:07:14";;"79857848481";"1";;"Штука";"Исходящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.50";;
"31.12.15";;;"21:51:44";;"79212885903";"1";;"Штука";"Входящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"21:51:48";;"79212885903";"1";;"Штука";"Входящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"21:51:52";;"79212885903";"1";;"Штука";"Входящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"22:14:16";;"79147066799";"1";;"Штука";"Входящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"22:14:22";;"79147066799";"1";;"Штука";"Входящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"22:38:29";;"79113038645";"1";;"Штука";"Входящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"22:38:34";;"79113038645";"1";;"Штука";"Входящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"23:06:02";;"ptcp=000010000";"88026";;"Байт";"Пакетная передачаданных";"Дальневосточный фил.ПАО ""МегаФон""";"0.67";;
"31.12.15";;;"23:14:13";;"79512975582";"1";;"Штука";"Исходящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.50";;
"31.12.15";;;"23:14:15";;"79512975582";"1";;"Штука";"Исходящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.50";;
"31.12.15";;;"23:16:34";;"79212885909";"1";;"Штука";"Исходящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.50";;
"31.12.15";;;"23:16:36";;"79212885909";"1";;"Штука";"Исходящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.50";;
"31.12.15";;;"23:16:38";;"79212885909";"1";;"Штука";"Исходящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.50";;
"31.12.15";;;"23:20:53";;"79150672936";"1";;"Штука";"Входящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"23:21:03";;"79150672936";"1";;"Штука";"Входящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"23:58:22";;"79212850333";"1";;"Штука";"Входящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"23:58:28";;"79212850333";"1";;"Штука";"Входящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"31.12.15";;;"23:58:31";;"79212850333";"1";;"Штука";"Входящие";"Дальневосточный фил.ПАО ""МегаФон""";"0.00";;
"Итого:";;;;;;"Записей:";;;"1424";"Стоимость:";"11305.45";;

"Итого по абоненту:";;;;;;"Записей:";;;"3453";"Стоимость:";"11397.45";;
"Детализация оказанных услуг по Абонентскому номеру  +79212885902";;;;;;;;;;;;;

"Место вызова - местонахождение абонента  при пользовании услугой ";;;;;;;;;;
"ООО КОЛЬСКАЯ ВЕРФЬ";;;;;;;"Стр. 185";;
;;;;;;

"за период с 01.12.2015 00:00:00  по  31.12.2015 23:59:59";;;;;;;;;;
;;;;;;

"Итого по абоненту:";;;;;;"Записей:";;;"0";"Стоимость:";"0.00";;
"Детализация оказанных услуг по Абонентскому номеру  +79212885903";;;;;;;;;;;;;

"Дата";;;"Время";;"Абонентский номер,адрес электроннойпочты, точкадоступа";"Прод/Объем";;"Единицатарификации(мин, сек, шт,Kb, Mb)";"Вид услуги";"Место вызова";"Стоимость (сНДС),  руб.";;
"01.12.15";;;"09:18:08";;"89217099995";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"01.12.15";;;"15:24:20";;"0525";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"01.12.15";;;"15:41:33";;"0525";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"01.12.15";;;"16:20:05";;"79210321122";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"01.12.15";;;"18:18:24";;"89217099995";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"02.12.15";;;"11:13:26";;"0525";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"02.12.15";;;"11:13:44";;"79319770529";"5.85";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"04.12.15";;;"11:35:29";;"79319770529";"4.52";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"04.12.15";;;"16:22:49";;"79214406832";"5.92";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"04.12.15";;;"17:56:23";;"0525";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"07.12.15";;;"19:03:52";;"79646805105";"2";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"08.12.15";;;"09:19:02";;"79212885906";"4.32";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"08.12.15";;;"15:32:42";;"79212885901";"1.05";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"11.12.15";;;"14:24:07";;"3452400021";"0.8";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"14.12.15";;;"06:35:33";;"000001";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"14.12.15";;;"06:35:35";;"000001";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"14.12.15";;;"06:35:40";;"000001";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"14.12.15";;;"06:35:41";;"000001";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"14.12.15";;;"09:58:24";;"79212885911";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"14.12.15";;;"18:08:34";;"79212885901";"2.73";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"15.12.15";;;"09:47:01";;"78153746977";"8";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"15.12.15";;;"12:21:28";;"78153060285";"4";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"15.12.15";;;"12:22:51";;;"0";;"Минута";"Дополнительные услуги";"Мурманск";"0.00";;
"15.12.15";;;"12:26:26";;"78152681607";"4";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"15.12.15";;;"12:32:42";;"79212850333";"1.75";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"15.12.15";;;"12:36:55";;"681638";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"15.12.15";;;"12:37:41";;"681614";"3";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"15.12.15";;;"12:41:10";;"681614";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"15.12.15";;;"14:31:26";;"79212850333";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"15.12.15";;;"15:39:44";;"79113083788";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"15.12.15";;;"15:58:58";;"78153745569";"2";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"15.12.15";;;"17:31:33";;"79319770529";"6.33";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"15.12.15";;;"20:13:56";;"79319770529";"5.72";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;

"Место вызова - местонахождение абонента  при пользовании услугой ";;;;;;;;;;
"ООО КОЛЬСКАЯ ВЕРФЬ";;;;;;;"Стр. 186";;
;;;;;;

"за период с 01.12.2015 00:00:00  по  31.12.2015 23:59:59";;;;;;;;;;
;;;;;;
"Детализация оказанных услуг по Абонентскому номеру  +79212885903";;;;;;;;;;;;;
"Дата";;;"Время";;"Абонентский номер,адрес электроннойпочты, точкадоступа";"Прод/Объем";;"Единицатарификации(мин, сек, шт,Kb, Mb)";"Вид услуги";"Место вызова";"Стоимость (сНДС),  руб.";;
"16.12.15";;;"10:35:24";;"8152681614";"0.22";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"17.12.15";;;"09:23:30";;"8153745534";"2.75";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"17.12.15";;;"12:32:54";;"79212885917";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"17.12.15";;;"18:03:10";;"79319770529";"4";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"18.12.15";;;"11:00:46";;"79319770529";"3.55";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"18.12.15";;;"11:26:41";;;"0";;"Минута";"Дополнительные услуги";"Мурманск";"0.00";;
"18.12.15";;;"11:26:41";;"79319770529";"2.38";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"21.12.15";;;"12:11:44";;"9829028032";"0.95";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"21.12.15";;;"15:33:11";;"79319770529";"5";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"21.12.15";;;"16:17:13";;"79212885906";"2";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"21.12.15";;;"16:19:04";;;"0";;"Минута";"Дополнительные услуги";"Мурманск";"0.00";;
"21.12.15";;;"16:19:10";;;"0";;"Минута";"Дополнительные услуги";"Мурманск";"0.00";;
"21.12.15";;;"16:19:10";;"79319770529";"0.62";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"21.12.15";;;"16:35:58";;"79212885906";"0";;"Штука";"СМС исходящие";"Мурманск";"0.00";;
"21.12.15";;;"16:37:29";;"79113083788";"0";;"Штука";"СМС исходящие";"Мурманск";"0.00";;
"21.12.15";;;"16:38:42";;"79113083788";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"22.12.15";;;"09:13:36";;"79212885901";"0";;"Штука";"СМС исходящие";"Мурманск";"0.00";;
"22.12.15";;;"09:13:37";;"79212885901";"0";;"Штука";"СМС исходящие";"Мурманск";"0.00";;
"22.12.15";;;"09:29:15";;"79212885901";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"22.12.15";;;"13:25:41";;"79212885911";"2";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"22.12.15";;;"13:49:35";;"79212885911";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"22.12.15";;;"14:04:58";;"79212885906";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"23.12.15";;;"11:52:16";;"79212885901";"2";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"23.12.15";;;"11:54:12";;"79153061286";"1";;"Минута";"Исходящиемеждугородные вызовы";"Мурманск";"0.00";;
"23.12.15";;;"11:55:37";;"78153061286";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"23.12.15";;;"15:46:31";;"78153061286";"4";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"23.12.15";;;"15:58:03";;"78127034010";"4";;"Минута";"Исходящиемеждугородные вызовы";"Мурманск";"0.00";;
"23.12.15";;;"16:02:34";;"78152994014";"0";;"Штука";"СМС исходящие";"Мурманск";"0.00";;
"23.12.15";;;"16:04:29";;"79111889210";"0";;"Штука";"СМС исходящие";"Мурманск";"0.00";;
"23.12.15";;;"16:27:53";;"79212885901";"0.7";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"24.12.15";;;"10:38:39";;"79212885919";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"24.12.15";;;"12:02:27";;"79212885901";"0.12";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"24.12.15";;;"15:30:20";;"79214109755";"0";;"Штука";"СМС исходящие";"Мурманск";"0.00";;
"24.12.15";;;"15:43:55";;"79214109755";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"24.12.15";;;"17:32:26";;"79212885920";"0.8";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"25.12.15";;;"09:53:55";;"79113083788";"1.1";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;

"Место вызова - местонахождение абонента  при пользовании услугой ";;;;;;;;;;
"ООО КОЛЬСКАЯ ВЕРФЬ";;;;;;;"Стр. 187";;
;;;;;;

"за период с 01.12.2015 00:00:00  по  31.12.2015 23:59:59";;;;;;;;;;
;;;;;;
"Детализация оказанных услуг по Абонентскому номеру  +79212885903";;;;;;;;;;;;;
"Дата";;;"Время";;"Абонентский номер,адрес электроннойпочты, точкадоступа";"Прод/Объем";;"Единицатарификации(мин, сек, шт,Kb, Mb)";"Вид услуги";"Место вызова";"Стоимость (сНДС),  руб.";;
"25.12.15";;;"10:45:45";;"79212885920";"1.58";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"25.12.15";;;"10:47:19";;;"0";;"Минута";"Дополнительные услуги";"Мурманск";"0.00";;
"25.12.15";;;"10:47:21";;"4957212253";"6.45";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"25.12.15";;;"10:57:16";;"9255562570";"5.35";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"26.12.15";;;"10:37:21";;"74957306000";"1";;"Минута";"Исходящиемеждугородные вызовы";"Мурманск";"0.00";;
"28.12.15";;;"09:29:32";;"210015";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"28.12.15";;;"09:55:04";;"79216602363";"5";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"28.12.15";;;"13:05:10";;"74957205053";"1";;"Минута";"Исходящиемеждугородные вызовы";"Мурманск";"0.00";;
"28.12.15";;;"13:06:13";;"74957306000";"1";;"Минута";"Исходящиемеждугородные вызовы";"Мурманск";"0.00";;
"28.12.15";;;"15:15:32";;"3452400005";"1.25";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"28.12.15";;;"17:05:49";;"74957306000";"1";;"Минута";"Исходящиемеждугородные вызовы";"Мурманск";"0.00";;
"28.12.15";;;"17:06:54";;"74957306000";"4";;"Минута";"Исходящиемеждугородные вызовы";"Мурманск";"0.00";;
"29.12.15";;;"11:03:06";;"79319770529";"3";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"29.12.15";;;"11:58:10";;"79319770529";"4.3";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"29.12.15";;;"12:06:20";;"79319770529";"0.62";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"29.12.15";;;"12:07:26";;"78127034016";"8";;"Минута";"Исходящиемеждугородные вызовы";"Мурманск";"0.00";;
"29.12.15";;;"12:19:26";;"79319770529";"3.55";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"29.12.15";;;"14:29:49";;"4957212253";"10.52";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"29.12.15";;;"15:13:16";;"4957212253";"1.18";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"30.12.15";;;"09:26:16";;"4957212253";"0.57";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"30.12.15";;;"09:28:52";;"79319770529";"6";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"31.12.15";;;"12:16:50";;"5118";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"31.12.15";;;"12:17:55";;"5118";"0";;"Штука";"Входящие СМС";"Мурманск";"0.00";;
"31.12.15";;;"13:05:30";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"31.12.15";;;"13:05:39";;"MMS";"30";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"31.12.15";;;"13:05:43";;"MMS";"30";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"31.12.15";;;"13:05:55";;"9212885901";"0";;"Штука";"ММС входящие";"Мурманск";"0.00";;
"31.12.15";;;"14:05:30";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"31.12.15";;;"14:36:36";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"31.12.15";;;"14:52:18";;"79212885901";"0";;"Штука";"СМС исходящие";"Мурманск";"0.00";;
"31.12.15";;;"14:52:20";;"79212885901";"0";;"Штука";"СМС исходящие";"Мурманск";"0.00";;
"31.12.15";;;"14:52:21";;"79212885901";"0";;"Штука";"СМС исходящие";"Мурманск";"0.00";;
"Итого:";;;;;;"Записей:";;;"101";"Стоимость:";"0.00";;

"Место вызова - местонахождение абонента  при пользовании услугой ";;;;;;;;;;
"ООО КОЛЬСКАЯ ВЕРФЬ";;;;;;;"Стр. 188";;
;;;;;;

"за период с 01.12.2015 00:00:00  по  31.12.2015 23:59:59";;;;;;;;;;
;;;;;;

"Итого по абоненту:";;;;;;"Записей:";;;"101";"Стоимость:";"0.00";;
"Детализация оказанных услуг по Абонентскому номеру  +79212885904";;;;;;;;;;;;;

"Итого по абоненту:";;;;;;"Записей:";;;"0";"Стоимость:";"0.00";;
"Детализация оказанных услуг по Абонентскому номеру  +79212885905";;;;;;;;;;;;;

"Дата";;;"Время";;"Абонентский номер,адрес электроннойпочты, точкадоступа";"Прод/Объем";;"Единицатарификации(мин, сек, шт,Kb, Mb)";"Вид услуги";"Место вызова";"Стоимость (сНДС),  руб.";;
"01.12.15";;;"00:06:43";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"01.12.15";;;"00:28:35";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"01.12.15";;;"01:28:35";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"01.12.15";;;"02:28:35";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"01.12.15";;;"03:28:35";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"01.12.15";;;"04:28:35";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"01.12.15";;;"05:28:35";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"01.12.15";;;"06:28:35";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"01.12.15";;;"07:28:35";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"01.12.15";;;"08:03:00";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"01.12.15";;;"08:45:55";;"79110642863";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"01.12.15";;;"08:48:09";;"79110642863";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"01.12.15";;;"09:03:00";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"01.12.15";;;"10:38:17";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"01.12.15";;;"11:33:59";;"79110642863";"1";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
"01.12.15";;;"11:38:05";;"79217256125";"4.48";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"01.12.15";;;"11:50:53";;"INTERNET";"250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"01.12.15";;;"12:15:34";;"9646802035";"1.85";;"Минута";"Входящие вызовы";"Мурманск";"0.00";;
"01.12.15";;;"12:40:46";;"INTERNET";"1250";;"Килобайт";"Мобильный Интернет(пакетная передачаданных)";"Мурманск";"0.00";;
"01.12.15";;;"13:15:14";;"79110990985";"1";;"Минута";"Исходящиемеждугородные вызовы";"Мурманск";"0.00";;

"Место вызова - местонахождение абонента  при пользовании услугой ";;;;;;;;;;
"ООО КОЛЬСКАЯ ВЕРФЬ";;;;;;;"Стр. 189";;
;;;;;;

"за период с 01.12.2015 00:00:00  по  31.12.2015 23:59:59";;;;;;;;;;
;;;;;;
"Детализация оказанных услуг по Абонентскому номеру  +79212885905";;;;;;;;;;;;;
"Дата";;;"Время";;"Абонентский номер,адрес электроннойпочты, точкадоступа";"Прод/Объем";;"Единицатарификации(мин, сек, шт,Kb, Mb)";"Вид услуги";"Место вызова";"Стоимость (сНДС),  руб.";;
"01.12.15";;;"13:16:16";;"79110642863";"2";;"Минута";"Исходящие местныевызовы";"Мурманск";"0.00";;
